id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
403,BMW 118i Sport #403,BMW,118i,Sport,27737,2022,67211,Hybrid,Automatic,123,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-12,71,£603 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/403
404,Toyota Yaris Hybrid #404,Toyota,Yaris,Hybrid,28116,2023,67348,Electric,Manual,130,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,72,£604 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/404
405,Audi A3 TDI Sport #405,Audi,A3,TDI Sport,28495,2024,67485,Petrol,Automatic,137,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,73,£605 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/405
406,Nissan Leaf Tekna #406,Nissan,Leaf,Tekna,28874,2025,67622,Diesel,Manual,144,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-15,74,£606 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/406
407,Honda Civic i-VTEC #407,Honda,Civic,i-VTEC,29253,2015,67759,Hybrid,Automatic,151,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,75,£607 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/407
408,Mazda 3 SE-L #408,Mazda,3,SE-L,29632,2016,67896,Electric,Manual,8,SW18,eBay,AutoMart London,Dec 2026,2026-06-17,76,£608 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/408
409,Volkswagen Golf 1.5 TSI #409,Volkswagen,Golf,1.5 TSI,30011,2017,68033,Petrol,Automatic,15,SW19,Dealer Site,City Motors,Dec 2026,2026-06-18,77,£609 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/409
410,Ford Fiesta Titanium #410,Ford,Fiesta,Titanium,30390,2018,68170,Diesel,Manual,22,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,78,£610 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/410
411,BMW 118i Sport #411,BMW,118i,Sport,30769,2019,68307,Hybrid,Automatic,29,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,79,£611 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/411
412,Toyota Yaris Hybrid #412,Toyota,Yaris,Hybrid,5148,2020,68444,Electric,Manual,36,SW2,eBay,Direct Autos,Dec 2026,2026-06-21,80,£612 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/412
413,Audi A3 TDI Sport #413,Audi,A3,TDI Sport,5527,2021,68581,Petrol,Automatic,43,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-22,81,£613 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/413
414,Nissan Leaf Tekna #414,Nissan,Leaf,Tekna,5906,2022,68718,Diesel,Manual,50,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-23,82,£614 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/414
415,Honda Civic i-VTEC #415,Honda,Civic,i-VTEC,6285,2023,68855,Hybrid,Automatic,57,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-24,83,£615 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/415
416,Mazda 3 SE-L #416,Mazda,3,SE-L,6664,2024,68992,Electric,Manual,64,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,84,£616 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/416
417,Volkswagen Golf 1.5 TSI #417,Volkswagen,Golf,1.5 TSI,7043,2025,69129,Petrol,Automatic,71,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,85,£617 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/417
418,Ford Fiesta Titanium #418,Ford,Fiesta,Titanium,7422,2015,69266,Diesel,Manual,78,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-27,86,£618 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/418
419,BMW 118i Sport #419,BMW,118i,Sport,7801,2016,69403,Hybrid,Automatic,85,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,87,£619 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/419
420,Toyota Yaris Hybrid #420,Toyota,Yaris,Hybrid,8180,2017,69540,Electric,Manual,92,SW10,eBay,AutoMart London,Dec 2026,2026-06-01,88,£620 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/420
421,Audi A3 TDI Sport #421,Audi,A3,TDI Sport,8559,2018,69677,Petrol,Automatic,99,SW11,Dealer Site,City Motors,Dec 2026,2026-06-02,89,£621 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/421
422,Nissan Leaf Tekna #422,Nissan,Leaf,Tekna,8938,2019,69814,Diesel,Manual,106,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,90,£622 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/422
423,Honda Civic i-VTEC #423,Honda,Civic,i-VTEC,9317,2020,69951,Hybrid,Automatic,113,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,91,£623 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/423
424,Mazda 3 SE-L #424,Mazda,3,SE-L,9696,2021,70088,Electric,Manual,120,SW14,eBay,Direct Autos,Dec 2026,2026-06-05,92,£624 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/424
425,Volkswagen Golf 1.5 TSI #425,Volkswagen,Golf,1.5 TSI,10075,2022,70225,Petrol,Automatic,127,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-06,93,£625 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/425
426,Ford Fiesta Titanium #426,Ford,Fiesta,Titanium,10454,2023,70362,Diesel,Manual,134,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-07,94,£626 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/426
427,BMW 118i Sport #427,BMW,118i,Sport,10833,2024,70499,Hybrid,Automatic,141,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-08,95,£627 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/427
428,Toyota Yaris Hybrid #428,Toyota,Yaris,Hybrid,11212,2025,70636,Electric,Manual,148,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,96,£628 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/428
429,Audi A3 TDI Sport #429,Audi,A3,TDI Sport,11591,2015,70773,Petrol,Automatic,5,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,97,£629 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/429
430,Nissan Leaf Tekna #430,Nissan,Leaf,Tekna,11970,2016,70910,Diesel,Manual,12,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-11,55,£630 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/430
431,Honda Civic i-VTEC #431,Honda,Civic,i-VTEC,12349,2017,71047,Hybrid,Automatic,19,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,56,£631 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/431
432,Mazda 3 SE-L #432,Mazda,3,SE-L,12728,2018,71184,Electric,Manual,26,SW2,eBay,AutoMart London,Dec 2026,2026-06-13,57,£632 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/432
433,Volkswagen Golf 1.5 TSI #433,Volkswagen,Golf,1.5 TSI,13107,2019,71321,Petrol,Automatic,33,SW3,Dealer Site,City Motors,Dec 2026,2026-06-14,58,£633 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/433
434,Ford Fiesta Titanium #434,Ford,Fiesta,Titanium,13486,2020,71458,Diesel,Manual,40,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,59,£634 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/434
435,BMW 118i Sport #435,BMW,118i,Sport,13865,2021,71595,Hybrid,Automatic,47,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,60,£635 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/435
436,Toyota Yaris Hybrid #436,Toyota,Yaris,Hybrid,14244,2022,71732,Electric,Manual,54,SW6,eBay,Direct Autos,Dec 2026,2026-06-17,61,£636 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/436
437,Audi A3 TDI Sport #437,Audi,A3,TDI Sport,14623,2023,71869,Petrol,Automatic,61,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-18,62,£637 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/437
438,Nissan Leaf Tekna #438,Nissan,Leaf,Tekna,15002,2024,72006,Diesel,Manual,68,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-19,63,£638 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/438
439,Honda Civic i-VTEC #439,Honda,Civic,i-VTEC,15381,2025,72143,Hybrid,Automatic,75,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-20,64,£639 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/439
440,Mazda 3 SE-L #440,Mazda,3,SE-L,15760,2015,72280,Electric,Manual,82,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,65,£640 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/440
441,Volkswagen Golf 1.5 TSI #441,Volkswagen,Golf,1.5 TSI,16139,2016,72417,Petrol,Automatic,89,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,66,£641 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/441
442,Ford Fiesta Titanium #442,Ford,Fiesta,Titanium,16518,2017,72554,Diesel,Manual,96,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-23,67,£642 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/442
443,BMW 118i Sport #443,BMW,118i,Sport,16897,2018,72691,Hybrid,Automatic,103,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,68,£643 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/443
444,Toyota Yaris Hybrid #444,Toyota,Yaris,Hybrid,17276,2019,72828,Electric,Manual,110,SW14,eBay,AutoMart London,Dec 2026,2026-06-25,69,£644 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/444
445,Audi A3 TDI Sport #445,Audi,A3,TDI Sport,17655,2020,72965,Petrol,Automatic,117,SW15,Dealer Site,City Motors,Dec 2026,2026-06-26,70,£645 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/445
446,Nissan Leaf Tekna #446,Nissan,Leaf,Tekna,18034,2021,73102,Diesel,Manual,124,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,71,£646 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/446
447,Honda Civic i-VTEC #447,Honda,Civic,i-VTEC,18413,2022,73239,Hybrid,Automatic,131,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,72,£647 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/447
448,Mazda 3 SE-L #448,Mazda,3,SE-L,18792,2023,73376,Electric,Manual,138,SW18,eBay,Direct Autos,Dec 2026,2026-06-01,73,£648 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/448
449,Volkswagen Golf 1.5 TSI #449,Volkswagen,Golf,1.5 TSI,19171,2024,73513,Petrol,Automatic,145,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-02,74,£649 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/449
450,Ford Fiesta Titanium #450,Ford,Fiesta,Titanium,19550,2025,73650,Diesel,Manual,2,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-03,75,£650 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/450
451,BMW 118i Sport #451,BMW,118i,Sport,19929,2015,73787,Hybrid,Automatic,9,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-04,76,£651 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/451
452,Toyota Yaris Hybrid #452,Toyota,Yaris,Hybrid,20308,2016,73924,Electric,Manual,16,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,77,£652 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/452
453,Audi A3 TDI Sport #453,Audi,A3,TDI Sport,20687,2017,74061,Petrol,Automatic,23,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,78,£653 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/453
454,Nissan Leaf Tekna #454,Nissan,Leaf,Tekna,21066,2018,74198,Diesel,Manual,30,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-07,79,£654 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/454
455,Honda Civic i-VTEC #455,Honda,Civic,i-VTEC,21445,2019,74335,Hybrid,Automatic,37,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,80,£655 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/455
456,Mazda 3 SE-L #456,Mazda,3,SE-L,21824,2020,74472,Electric,Manual,44,SW6,eBay,AutoMart London,Dec 2026,2026-06-09,81,£656 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/456
457,Volkswagen Golf 1.5 TSI #457,Volkswagen,Golf,1.5 TSI,22203,2021,74609,Petrol,Automatic,51,SW7,Dealer Site,City Motors,Dec 2026,2026-06-10,82,£657 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/457
458,Ford Fiesta Titanium #458,Ford,Fiesta,Titanium,22582,2022,74746,Diesel,Manual,58,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,83,£658 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/458
459,BMW 118i Sport #459,BMW,118i,Sport,22961,2023,74883,Hybrid,Automatic,65,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,84,£659 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/459
460,Toyota Yaris Hybrid #460,Toyota,Yaris,Hybrid,23340,2024,75020,Electric,Manual,72,SW10,eBay,Direct Autos,Dec 2026,2026-06-13,85,£660 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/460
461,Audi A3 TDI Sport #461,Audi,A3,TDI Sport,23719,2025,75157,Petrol,Automatic,79,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-14,86,£661 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/461
462,Nissan Leaf Tekna #462,Nissan,Leaf,Tekna,24098,2015,75294,Diesel,Manual,86,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-15,87,£662 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/462
463,Honda Civic i-VTEC #463,Honda,Civic,i-VTEC,24477,2016,75431,Hybrid,Automatic,93,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-16,88,£663 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/463
464,Mazda 3 SE-L #464,Mazda,3,SE-L,24856,2017,75568,Electric,Manual,100,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,89,£664 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/464
465,Volkswagen Golf 1.5 TSI #465,Volkswagen,Golf,1.5 TSI,25235,2018,75705,Petrol,Automatic,107,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,90,£665 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/465
466,Ford Fiesta Titanium #466,Ford,Fiesta,Titanium,25614,2019,75842,Diesel,Manual,114,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-19,91,£666 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/466
467,BMW 118i Sport #467,BMW,118i,Sport,25993,2020,75979,Hybrid,Automatic,121,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,92,£667 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/467
468,Toyota Yaris Hybrid #468,Toyota,Yaris,Hybrid,26372,2021,76116,Electric,Manual,128,SW18,eBay,AutoMart London,Dec 2026,2026-06-21,93,£668 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/468
469,Audi A3 TDI Sport #469,Audi,A3,TDI Sport,26751,2022,76253,Petrol,Automatic,135,SW19,Dealer Site,City Motors,Dec 2026,2026-06-22,94,£669 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/469
470,Nissan Leaf Tekna #470,Nissan,Leaf,Tekna,27130,2023,76390,Diesel,Manual,142,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,95,£670 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/470
471,Honda Civic i-VTEC #471,Honda,Civic,i-VTEC,27509,2024,76527,Hybrid,Automatic,149,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,96,£671 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/471
472,Mazda 3 SE-L #472,Mazda,3,SE-L,27888,2025,76664,Electric,Manual,6,SW2,eBay,Direct Autos,Dec 2026,2026-06-25,97,£672 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/472
473,Volkswagen Golf 1.5 TSI #473,Volkswagen,Golf,1.5 TSI,28267,2015,76801,Petrol,Automatic,13,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-26,55,£673 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/473
474,Ford Fiesta Titanium #474,Ford,Fiesta,Titanium,28646,2016,76938,Diesel,Manual,20,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-27,56,£674 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/474
475,BMW 118i Sport #475,BMW,118i,Sport,29025,2017,77075,Hybrid,Automatic,27,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-28,57,£675 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/475
476,Toyota Yaris Hybrid #476,Toyota,Yaris,Hybrid,29404,2018,77212,Electric,Manual,34,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,58,£676 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/476
477,Audi A3 TDI Sport #477,Audi,A3,TDI Sport,29783,2019,77349,Petrol,Automatic,41,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,59,£677 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/477
478,Nissan Leaf Tekna #478,Nissan,Leaf,Tekna,30162,2020,77486,Diesel,Manual,48,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-03,60,£678 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/478
479,Honda Civic i-VTEC #479,Honda,Civic,i-VTEC,30541,2021,77623,Hybrid,Automatic,55,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,61,£679 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/479
480,Mazda 3 SE-L #480,Mazda,3,SE-L,30920,2022,77760,Electric,Manual,62,SW10,eBay,AutoMart London,Dec 2026,2026-06-05,62,£680 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/480
481,Volkswagen Golf 1.5 TSI #481,Volkswagen,Golf,1.5 TSI,5299,2023,77897,Petrol,Automatic,69,SW11,Dealer Site,City Motors,Dec 2026,2026-06-06,63,£681 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/481
482,Ford Fiesta Titanium #482,Ford,Fiesta,Titanium,5678,2024,78034,Diesel,Manual,76,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,64,£682 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/482
483,BMW 118i Sport #483,BMW,118i,Sport,6057,2025,78171,Hybrid,Automatic,83,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,65,£683 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/483
484,Toyota Yaris Hybrid #484,Toyota,Yaris,Hybrid,6436,2015,78308,Electric,Manual,90,SW14,eBay,Direct Autos,Dec 2026,2026-06-09,66,£684 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/484
485,Audi A3 TDI Sport #485,Audi,A3,TDI Sport,6815,2016,78445,Petrol,Automatic,97,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-10,67,£685 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/485
486,Nissan Leaf Tekna #486,Nissan,Leaf,Tekna,7194,2017,78582,Diesel,Manual,104,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-11,68,£686 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/486
487,Honda Civic i-VTEC #487,Honda,Civic,i-VTEC,7573,2018,78719,Hybrid,Automatic,111,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-12,69,£687 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/487
488,Mazda 3 SE-L #488,Mazda,3,SE-L,7952,2019,78856,Electric,Manual,118,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,70,£688 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/488
